"","Date","male","female","nk"
"32310",20121020,1,0,0
"32311",20120402,1,0,0
"32312",20120202,0,1,0
"32313",20121120,1,0,0
"32314",20120525,1,0,0
"32315",20120731,1,0,0
"32316",20121229,1,0,0
"32317",20120413,1,0,0
"32318",20121230,1,0,0
"32319",20120102,1,0,0
"32320",20120415,0,1,0
"32321",20120624,1,0,0
"32322",20121225,1,0,0
"32323",20120713,1,0,0
"32324",20121208,1,0,0
"32325",20121230,1,0,0
"32326",20120125,0,1,0
"32327",20121105,1,0,0
"32328",20121122,1,0,0
"32329",20120103,1,0,0
"32330",20120401,1,0,0
"32331",20120410,0,1,0
"32332",20120915,1,0,0
"32333",20121010,1,0,0
"32334",20120219,1,0,0
"32335",20120913,1,0,0
"32336",20120222,1,0,0
"32337",20120505,1,0,0
"32338",20120806,1,0,0
"32339",20120202,1,0,0
"32340",20120629,0,1,0
"32341",20120801,1,0,0
"32342",20121203,1,0,0
"32343",20121224,0,1,0
"32344",20120910,1,0,0
"32345",20120202,0,1,0
"32346",20120415,1,0,0
"32347",20120724,1,0,0
"32348",20120322,0,1,0
"32349",20120723,1,0,0
"32350",20120125,1,0,0
"32351",20120207,1,0,0
"32352",20120703,1,0,0
"32353",20120808,1,0,0
"32354",20120926,1,0,0
"32355",20120208,1,0,0
"32356",20121106,1,0,0
"32357",20120916,1,0,0
"32358",20121204,0,1,0
"32359",20121205,1,0,0
"32360",20121222,1,0,0
"32361",20121105,1,0,0
"32362",20121205,1,0,0
"32363",20121228,0,1,0
"32364",20120221,1,0,0
"32365",20120428,1,0,0
"32366",20121224,1,0,0
"32367",20120116,1,0,0
"32368",20120511,1,0,0
"32369",20120924,1,0,0
"32370",20121204,1,0,0
"32371",20120325,1,0,0
"32372",20121211,1,0,0
"32373",20120320,1,0,0
"32374",20121228,0,1,0
"32375",20121204,1,0,0
"32376",20120820,1,0,0
"32377",20120821,0,1,0
"32378",20120102,0,1,0
"32379",20120111,1,0,0
"32380",20120705,0,1,0
"32381",20120213,1,0,0
"32382",20120613,0,1,0
"32383",20120719,1,0,0
"32384",20120229,0,1,0
"32385",20121127,1,0,0
"32386",20121127,0,1,0
"32387",20121007,1,0,0
"32388",20120314,0,1,0
"32389",20120429,0,1,0
"32390",20120909,0,1,0
"32391",20120308,1,0,0
"32392",20120420,0,1,0
"32393",20120420,0,1,0
"32394",20121204,1,0,0
"32395",20120823,1,0,0
"32396",20120306,1,0,0
"32397",20121108,0,1,0
"32398",20120512,0,1,0
"32399",20120401,0,1,0
"32400",20120401,1,0,0
"32401",20120522,1,0,0
"32402",20120131,1,0,0
"32403",20120111,0,1,0
"32404",20120810,1,0,0
"32405",20120819,0,1,0
"32406",20120919,0,1,0
"32407",20121018,1,0,0
"32408",20121113,1,0,0
"32409",20121124,1,0,0
"32410",20120226,1,0,0
"32411",20121021,1,0,0
"32412",20120213,0,1,0
"32413",20120412,1,0,0
"32414",20120808,1,0,0
"32415",20120403,0,1,0
"32416",20120720,1,0,0
"32417",20121225,1,0,0
"32418",20120412,0,1,0
"32419",20120512,0,1,0
"32420",20121229,1,0,0
"32421",20120420,1,0,0
"32422",20120713,1,0,0
"32423",20120826,1,0,0
"32424",20120621,1,0,0
"32425",20120527,1,0,0
"32426",20120824,1,0,0
"32427",20120514,1,0,0
"32428",20120415,1,0,0
"32429",20120427,1,0,0
"32430",20120121,1,0,0
"32431",20120802,0,1,0
"32432",20120919,1,0,0
"32433",20121101,1,0,0
"32434",20120609,1,0,0
"32435",20120324,1,0,0
"32436",20120713,0,1,0
"32437",20120820,0,1,0
"32438",20121010,1,0,0
"32439",20121011,0,1,0
"32440",20120802,1,0,0
"32441",20120720,1,0,0
"32442",20120923,1,0,0
"32443",20121210,1,0,0
"32444",20120416,1,0,0
"32445",20120815,1,0,0
"32446",20120831,1,0,0
"32447",20121126,1,0,0
"32448",20121230,0,1,0
"32449",20120322,1,0,0
"32450",20120923,1,0,0
"32451",20120824,1,0,0
"32452",20120806,0,1,0
"32453",20120720,1,0,0
"32454",20121228,1,0,0
"32455",20120820,1,0,0
"32456",20121214,0,1,0
"32457",20120115,1,0,0
"32458",20120217,1,0,0
"32459",20120326,1,0,0
"32460",20120402,1,0,0
"32461",20120418,0,1,0
"32462",20120514,1,0,0
"32463",20120617,1,0,0
"32464",20120812,1,0,0
"32465",20121004,1,0,0
"32466",20120920,1,0,0
"32467",20120627,1,0,0
"32468",20121128,1,0,0
"32469",20121214,1,0,0
"32470",20120523,1,0,0
"32471",20120715,1,0,0
"32472",20121104,1,0,0
"32473",20120813,1,0,0
"32474",20120204,1,0,0
"32475",20120205,1,0,0
"32476",20120126,1,0,0
"32477",20120203,1,0,0
"32478",20120321,1,0,0
"32479",20120814,1,0,0
"32480",20120903,1,0,0
"32481",20121217,1,0,0
"32482",20120814,1,0,0
"32483",20120202,0,1,0
"32484",20120212,1,0,0
"32485",20120909,1,0,0
"32486",20120214,1,0,0
"32487",20120219,1,0,0
"32488",20120310,1,0,0
"32489",20120310,0,1,0
"32490",20120525,1,0,0
"32491",20120609,1,0,0
"32492",20120924,1,0,0
"32493",20120306,1,0,0
"32494",20120412,1,0,0
"32495",20120417,0,1,0
"32496",20120506,1,0,0
"32497",20121110,1,0,0
"32498",20120221,1,0,0
"32499",20120927,1,0,0
"32500",20120322,0,1,0
"32501",20120516,1,0,0
"32502",20121127,0,1,0
"32503",20120823,1,0,0
"32504",20121101,0,1,0
"32505",20120102,1,0,0
"32506",20120315,1,0,0
"32507",20120804,1,0,0
"32508",20120501,1,0,0
"32509",20121129,1,0,0
"32510",20120205,1,0,0
"32511",20120207,1,0,0
"32512",20120208,1,0,0
"32513",20120313,1,0,0
"32514",20120319,0,1,0
"32515",20120326,1,0,0
"32516",20120207,1,0,0
"32517",20121101,1,0,0
"32518",20120305,0,1,0
"32519",20120311,1,0,0
"32520",20120314,1,0,0
"32521",20120507,0,1,0
"32522",20120529,1,0,0
"32523",20120706,1,0,0
"32524",20121201,1,0,0
"32525",20121216,1,0,0
"32526",20120207,1,0,0
"32527",20120414,1,0,0
"32528",20120112,1,0,0
"32529",20120204,1,0,0
"32530",20120328,0,1,0
"32531",20120520,1,0,0
"32532",20120821,1,0,0
"32533",20120909,1,0,0
"32534",20121010,1,0,0
"32535",20121028,0,1,0
"32536",20121125,1,0,0
"32537",20121129,1,0,0
"32538",20121220,1,0,0
"32539",20120326,1,0,0
"32540",20120802,0,1,0
"32541",20120918,1,0,0
"32542",20121028,1,0,0
"32543",20121031,1,0,0
"32544",20121112,1,0,0
"32545",20121202,0,1,0
"32546",20121223,0,1,0
"32547",20120114,1,0,0
"32548",20120603,1,0,0
"32549",20120718,0,1,0
"32550",20121024,0,1,0
"32551",20120716,1,0,0
"32552",20120911,1,0,0
"32553",20120930,1,0,0
"32554",20121208,1,0,0
"32555",20121225,1,0,0
"32556",20120227,1,0,0
"32557",20120326,1,0,0
"32558",20120406,1,0,0
"32559",20120619,1,0,0
"32560",20120625,1,0,0
"32561",20120625,1,0,0
"32562",20120331,1,0,0
"32563",20120707,1,0,0
"32564",20121109,1,0,0
"32565",20121029,1,0,0
"32566",20120920,1,0,0
"32567",20120520,1,0,0
"32568",20120823,1,0,0
"32569",20121104,1,0,0
"32570",20120208,1,0,0
"32571",20120305,1,0,0
"32572",20120613,0,1,0
"32573",20120526,1,0,0
"32574",20121117,1,0,0
"32575",20121117,0,1,0
"32576",20120804,0,1,0
"32577",20120301,1,0,0
"32578",20120323,1,0,0
"32579",20120328,1,0,0
"32580",20120415,1,0,0
"32581",20120614,1,0,0
"32582",20120630,1,0,0
"32583",20120803,1,0,0
"32584",20121202,1,0,0
"32585",20120317,1,0,0
"32586",20120402,1,0,0
"32587",20120414,1,0,0
"32588",20120527,1,0,0
"32589",20120612,1,0,0
"32590",20120711,1,0,0
"32591",20120727,1,0,0
"32592",20121003,1,0,0
"32593",20121016,1,0,0
"32594",20121024,0,1,0
"32595",20121029,0,1,0
"32596",20121105,1,0,0
"32597",20121227,1,0,0
"32598",20120212,0,1,0
"32599",20120212,1,0,0
"32600",20120926,1,0,0
"32601",20121019,1,0,0
"32602",20120425,1,0,0
"32603",20121031,1,0,0
"32604",20120531,1,0,0
"32605",20120201,1,0,0
"32606",20120610,1,0,0
"32607",20120729,0,1,0
"32608",20120729,1,0,0
"32609",20120827,1,0,0
"32610",20121204,1,0,0
"32611",20120213,1,0,0
"32612",20120917,1,0,0
"32613",20121206,1,0,0
"32614",20121229,1,0,0
"32615",20120121,1,0,0
"32616",20120410,1,0,0
"32617",20120519,0,1,0
"32618",20120703,1,0,0
"32619",20120720,1,0,0
"32620",20120922,1,0,0
"32621",20120927,1,0,0
"32622",20121229,1,0,0
"32623",20120817,1,0,0
"32624",20121018,1,0,0
"32625",20120108,1,0,0
"32626",20120104,1,0,0
"32627",20120604,0,1,0
"32628",20120729,1,0,0
"32629",20120831,1,0,0
"32630",20120103,1,0,0
"32631",20120109,1,0,0
"32632",20120209,1,0,0
"32633",20120304,0,1,0
"32634",20120402,1,0,0
"32635",20120617,1,0,0
"32636",20121001,1,0,0
"32637",20121206,0,1,0
"32638",20120122,1,0,0
"32639",20120324,1,0,0
"32640",20120519,1,0,0
"32641",20120514,1,0,0
"32642",20120819,1,0,0
"32643",20120621,0,1,0
"32644",20120222,1,0,0
"32645",20120724,1,0,0
"32646",20120416,1,0,0
"32647",20120126,1,0,0
"32648",20121027,0,1,0
"32649",20120302,0,1,0
"32650",20120411,1,0,0
"32651",20120630,1,0,0
"32652",20121011,1,0,0
"32653",20120306,1,0,0
"32654",20120306,1,0,0
"32655",20120317,0,1,0
"32656",20120729,1,0,0
"32657",20120314,0,1,0
"32658",20121213,1,0,0
"32659",20121216,1,0,0
"32660",20120428,0,1,0
"32661",20121010,1,0,0
"32662",20120304,1,0,0
"32663",20120315,1,0,0
"32664",20120903,1,0,0
"32665",20120908,1,0,0
"32666",20121013,0,1,0
"32667",20120819,0,1,0
"32668",20120508,1,0,0
"32669",20121201,0,1,0
"32670",20120603,1,0,0
"32671",20120315,1,0,0
"32672",20121105,1,0,0
"32673",20121221,1,0,0
"32674",20120507,1,0,0
"32675",20120414,1,0,0
"32676",20120501,0,1,0
"32677",20120801,NA,NA,NA
"32678",20120701,1,0,0
"32679",20121229,1,0,0
"32680",20120401,1,0,0
"32681",20120401,1,0,0
"32682",20120513,1,0,0
"32683",20120208,1,0,0
"32684",20120719,1,0,0
"32685",20120409,1,0,0
"32686",20120101,1,0,0
"32687",20120229,1,0,0
"32688",20120606,1,0,0
"32689",20120613,1,0,0
"32690",20120930,0,1,0
"32691",20120810,0,1,0
"32692",20121016,0,1,0
"32693",20120225,1,0,0
"32694",20120106,1,0,0
"32695",20120121,1,0,0
"32696",20120122,1,0,0
"32697",20120123,0,1,0
"32698",20120217,1,0,0
"32699",20120306,1,0,0
"32700",20120321,0,1,0
"32701",20120323,1,0,0
"32702",20120323,0,1,0
"32703",20120323,1,0,0
"32704",20120414,1,0,0
"32705",20120424,0,1,0
"32706",20120530,1,0,0
"32707",20120527,1,0,0
"32708",20120620,0,1,0
"32709",20120630,0,1,0
"32710",20120709,1,0,0
"32711",20120708,1,0,0
"32712",20120802,1,0,0
"32713",20120728,1,0,0
"32714",20120805,1,0,0
"32715",20120802,1,0,0
"32716",20120916,0,1,0
"32717",20120923,1,0,0
"32718",20120920,0,1,0
"32719",20120623,1,0,0
"32720",20121105,1,0,0
"32721",20121106,1,0,0
"32722",20121208,1,0,0
"32723",20121203,1,0,0
"32724",20121216,1,0,0
"32725",20121216,1,0,0
"32726",20120328,0,1,0
"32727",20120508,1,0,0
"32728",20121020,0,1,0
"32729",20121127,1,0,0
"32730",20120903,1,0,0
"32731",20120530,0,1,0
"32732",20120212,0,1,0
"32733",20121007,1,0,0
"32734",20121220,1,0,0
"32735",20120509,1,0,0
"32736",20120710,1,0,0
"32737",20120104,1,0,0
"32738",20120204,1,0,0
"32739",20120223,1,0,0
"32740",20120315,1,0,0
"32741",20120503,1,0,0
"32742",20120522,1,0,0
"32743",20120722,1,0,0
"32744",20120828,1,0,0
"32745",20120922,1,0,0
"32746",20121027,1,0,0
"32747",20121111,1,0,0
"32748",20121111,1,0,0
"32749",20121114,1,0,0
"32750",20121212,1,0,0
"32751",20120703,0,1,0
"32752",20120314,1,0,0
"32753",20120529,1,0,0
"32754",20120712,1,0,0
"32755",20120902,1,0,0
"32756",20120911,1,0,0
"32757",20120803,1,0,0
"32758",20121111,1,0,0
"32759",20121111,1,0,0
"32760",20120522,0,1,0
"32761",20120116,0,1,0
"32762",20120417,1,0,0
"32763",20120511,1,0,0
"32764",20120606,1,0,0
"32765",20120710,1,0,0
"32766",20120501,1,0,0
"32767",20120501,0,1,0
"32768",20120728,1,0,0
"32769",20121103,1,0,0
"32770",20121205,1,0,0
"32771",20121205,1,0,0
"32772",20120217,1,0,0
"32773",20121220,0,1,0
"32774",20120120,1,0,0
"32775",20120711,1,0,0
"32776",20120106,1,0,0
"32777",20120106,1,0,0
"32778",20120110,1,0,0
"32779",20120217,1,0,0
"32780",20120316,0,1,0
"32781",20120613,0,1,0
"32782",20121008,1,0,0
"32783",20121214,1,0,0
"32784",20121224,1,0,0
"32785",20120112,1,0,0
"32786",20120129,1,0,0
"32787",20120502,1,0,0
"32788",20120913,1,0,0
"32789",20121204,1,0,0
"32790",20121224,1,0,0
"32791",20120110,1,0,0
"32792",20120114,0,1,0
"32793",20120204,1,0,0
"32794",20120309,1,0,0
"32795",20120604,1,0,0
"32796",20120711,1,0,0
"32797",20120731,1,0,0
"32798",20121006,1,0,0
"32799",20121230,1,0,0
"32800",20120617,1,0,0
"32801",20120523,NA,NA,NA
"32802",20120711,1,0,0
"32803",20120720,1,0,0
"32804",20121101,1,0,0
"32805",20121126,0,1,0
"32806",20120524,1,0,0
"32807",20120518,1,0,0
"32808",20120406,0,1,0
"32809",20120721,1,0,0
"32810",20120117,1,0,0
"32811",20120117,1,0,0
"32812",20120925,1,0,0
"32813",20121005,1,0,0
"32814",20121110,1,0,0
"32815",20121221,1,0,0
"32816",20120101,1,0,0
"32817",20120401,1,0,0
"32818",20120720,1,0,0
"32819",20120903,1,0,0
"32820",20120912,0,1,0
"32821",20121226,1,0,0
"32822",20120103,1,0,0
"32823",20120301,0,1,0
"32824",20120324,0,1,0
"32825",20120409,1,0,0
"32826",20120415,1,0,0
"32827",20120509,1,0,0
"32828",20120621,1,0,0
"32829",20120919,0,1,0
"32830",20121105,1,0,0
"32831",20120412,1,0,0
"32832",20120124,1,0,0
"32833",20121103,0,1,0
"32834",20120115,1,0,0
"32835",20120114,1,0,0
"32836",20120203,1,0,0
"32837",20120217,0,1,0
"32838",20120309,0,1,0
"32839",20120327,0,1,0
"32840",20120327,1,0,0
"32841",20120420,0,1,0
"32842",20120220,0,1,0
"32843",20120427,1,0,0
"32844",20120419,1,0,0
"32845",20120331,1,0,0
"32846",20120426,1,0,0
"32847",20120505,1,0,0
"32848",20120506,1,0,0
"32849",20120512,1,0,0
"32850",20120517,1,0,0
"32851",20120428,1,0,0
"32852",20120528,1,0,0
"32853",20120624,1,0,0
"32854",20120629,1,0,0
"32855",20120630,1,0,0
"32856",20120803,0,1,0
"32857",20120729,0,1,0
"32858",20120808,1,0,0
"32859",20120814,0,1,0
"32860",20120819,1,0,0
"32861",20120825,1,0,0
"32862",20120827,1,0,0
"32863",20120830,1,0,0
"32864",20120902,1,0,0
"32865",20120903,1,0,0
"32866",20120928,1,0,0
"32867",20120929,1,0,0
"32868",20121022,1,0,0
"32869",20121109,1,0,0
"32870",20121019,1,0,0
"32871",20121108,1,0,0
"32872",20121128,1,0,0
"32873",20121128,1,0,0
"32874",20121122,1,0,0
"32875",20121220,0,1,0
"32876",20121220,1,0,0
"32877",20121220,1,0,0
"32878",20120108,1,0,0
"32879",20120117,0,1,0
"32880",20120118,1,0,0
"32881",20120122,1,0,0
"32882",20120124,1,0,0
"32883",20120130,1,0,0
"32884",20120229,1,0,0
"32885",20120305,1,0,0
"32886",20120302,1,0,0
"32887",20120330,1,0,0
"32888",20120406,1,0,0
"32889",20120423,0,1,0
"32890",20120428,1,0,0
"32891",20120506,1,0,0
"32892",20120505,1,0,0
"32893",20120531,1,0,0
"32894",20120616,0,1,0
"32895",20120620,0,1,0
"32896",20120513,1,0,0
"32897",20120612,1,0,0
"32898",20120626,0,1,0
"32899",20120620,1,0,0
"32900",20120526,1,0,0
"32901",20120711,1,0,0
"32902",20120719,1,0,0
"32903",20120727,1,0,0
"32904",20120821,1,0,0
"32905",20120821,1,0,0
"32906",20120605,1,0,0
"32907",20120908,1,0,0
"32908",20120908,0,1,0
"32909",20120925,1,0,0
"32910",20121002,1,0,0
"32911",20120823,0,1,0
"32912",20121010,1,0,0
"32913",20121010,1,0,0
"32914",20121001,1,0,0
"32915",20120923,1,0,0
"32916",20121122,1,0,0
"32917",20121209,1,0,0
"32918",20120304,1,0,0
"32919",20120624,0,1,0
"32920",20120708,0,1,0
"32921",20120813,1,0,0
"32922",20120926,0,1,0
"32923",20120115,0,1,0
"32924",20120119,0,1,0
"32925",20120105,1,0,0
"32926",20120311,0,1,0
"32927",20120311,0,1,0
"32928",20120314,1,0,0
"32929",20120310,0,1,0
"32930",20120326,1,0,0
"32931",20120324,1,0,0
"32932",20120405,1,0,0
"32933",20120407,0,1,0
"32934",20120508,1,0,0
"32935",20120310,1,0,0
"32936",20120608,1,0,0
"32937",20120612,1,0,0
"32938",20120702,1,0,0
"32939",20120729,1,0,0
"32940",20120809,1,0,0
"32941",20120923,0,1,0
"32942",20121116,0,1,0
"32943",20121209,0,1,0
"32944",20121210,0,1,0
"32945",20121212,1,0,0
"32946",20120225,1,0,0
"32947",20120321,1,0,0
"32948",20120321,1,0,0
"32949",20120325,1,0,0
"32950",20120221,1,0,0
"32951",20120407,1,0,0
"32952",20120425,1,0,0
"32953",20120516,1,0,0
"32954",20120524,1,0,0
"32955",20120211,1,0,0
"32956",20120701,1,0,0
"32957",20120703,0,1,0
"32958",20120715,1,0,0
"32959",20120830,1,0,0
"32960",20120830,1,0,0
"32961",20120825,1,0,0
"32962",20121104,0,1,0
"32963",20121104,1,0,0
"32964",20120707,0,1,0
"32965",20120831,1,0,0
"32966",20120831,1,0,0
"32967",20120831,0,1,0
"32968",20121221,1,0,0
"32969",20120103,1,0,0
"32970",20120114,1,0,0
"32971",20120115,1,0,0
"32972",20120131,0,1,0
"32973",20120209,0,1,0
"32974",20120209,1,0,0
"32975",20120209,1,0,0
"32976",20120216,0,1,0
"32977",20120327,0,1,0
"32978",20120524,1,0,0
"32979",20120524,1,0,0
"32980",20120601,1,0,0
"32981",20120619,0,1,0
"32982",20120616,1,0,0
"32983",20120726,1,0,0
"32984",20120812,1,0,0
"32985",20121027,1,0,0
"32986",20121025,1,0,0
"32987",20121114,1,0,0
"32988",20121130,1,0,0
"32989",20121205,1,0,0
"32990",20121208,1,0,0
"32991",20121210,1,0,0
"32992",20120509,1,0,0
"32993",20120510,1,0,0
"32994",20120211,0,1,0
"32995",20120212,1,0,0
"32996",20120301,1,0,0
"32997",20120310,1,0,0
"32998",20120523,1,0,0
"32999",20120615,1,0,0
"33000",20120702,1,0,0
"33001",20120715,0,1,0
"33002",20120802,1,0,0
"33003",20120807,1,0,0
"33004",20121021,1,0,0
"33005",20121113,0,1,0
"33006",20121216,0,1,0
"33007",20121216,0,1,0
"33008",20120109,1,0,0
"33009",20120131,1,0,0
"33010",20120127,1,0,0
"33011",20120209,0,1,0
"33012",20120223,0,1,0
"33013",20120402,1,0,0
"33014",20120416,1,0,0
"33015",20120321,1,0,0
"33016",20120529,1,0,0
"33017",20120621,1,0,0
"33018",20120710,1,0,0
"33019",20120715,1,0,0
"33020",20120826,1,0,0
"33021",20120824,1,0,0
"33022",20120903,1,0,0
"33023",20120831,1,0,0
"33024",20120814,0,1,0
"33025",20120912,1,0,0
"33026",20121025,1,0,0
"33027",20121106,0,1,0
"33028",20121106,1,0,0
"33029",20121114,1,0,0
"33030",20121110,1,0,0
"33031",20121117,1,0,0
"33032",20121120,1,0,0
"33033",20121116,1,0,0
"33034",20121130,1,0,0
"33035",20121202,1,0,0
"33036",20121208,1,0,0
"33037",20121120,0,1,0
"33038",20121201,1,0,0
"33039",20121222,1,0,0
"33040",20120130,1,0,0
"33041",20120524,1,0,0
"33042",20120524,0,1,0
"33043",20120816,0,1,0
"33044",20121116,1,0,0
"33045",20121116,1,0,0
"33046",20120101,1,0,0
"33047",20120215,1,0,0
"33048",20120214,0,1,0
"33049",20120303,1,0,0
"33050",20120324,0,1,0
"33051",20120422,0,1,0
"33052",20120502,1,0,0
"33053",20120515,1,0,0
"33054",20120623,NA,NA,NA
"33055",20120701,1,0,0
"33056",20120628,1,0,0
"33057",20120807,1,0,0
"33058",20120717,1,0,0
"33059",20121009,0,1,0
"33060",20120115,1,0,0
"33061",20120118,1,0,0
"33062",20120103,1,0,0
"33063",20120209,1,0,0
"33064",20120202,1,0,0
"33065",20120310,1,0,0
"33066",20120228,1,0,0
"33067",20120320,1,0,0
"33068",20120312,1,0,0
"33069",20120402,1,0,0
"33070",20120406,1,0,0
"33071",20120406,1,0,0
"33072",20120410,1,0,0
"33073",20120424,1,0,0
"33074",20120502,1,0,0
"33075",20120513,1,0,0
"33076",20120527,1,0,0
"33077",20120519,1,0,0
"33078",20120519,1,0,0
"33079",20120407,0,1,0
"33080",20120407,1,0,0
"33081",20120612,1,0,0
"33082",20120530,1,0,0
"33083",20120614,1,0,0
"33084",20120616,1,0,0
"33085",20120623,1,0,0
"33086",20120728,0,1,0
"33087",20120801,1,0,0
"33088",20120713,1,0,0
"33089",20120813,1,0,0
"33090",20120905,1,0,0
"33091",20120927,1,0,0
"33092",20121110,1,0,0
"33093",20121109,1,0,0
"33094",20121125,1,0,0
"33095",20121218,1,0,0
"33096",20120315,1,0,0
"33097",20120919,1,0,0
"33098",20120115,1,0,0
"33099",20120122,1,0,0
"33100",20120206,1,0,0
"33101",20120215,1,0,0
"33102",20120209,1,0,0
"33103",20120304,1,0,0
"33104",20120308,1,0,0
"33105",20120225,1,0,0
"33106",20120505,1,0,0
"33107",20120428,1,0,0
"33108",20120501,1,0,0
"33109",20120504,1,0,0
"33110",20120510,1,0,0
"33111",20120429,1,0,0
"33112",20120510,1,0,0
"33113",20120526,1,0,0
"33114",20120523,1,0,0
"33115",20120607,1,0,0
"33116",20120609,1,0,0
"33117",20120701,1,0,0
"33118",20120714,1,0,0
"33119",20120723,1,0,0
"33120",20120720,1,0,0
"33121",20120819,1,0,0
"33122",20120823,1,0,0
"33123",20120823,1,0,0
"33124",20120915,1,0,0
"33125",20120910,0,1,0
"33126",20120915,1,0,0
"33127",20121004,1,0,0
"33128",20121010,1,0,0
"33129",20121018,1,0,0
"33130",20121117,1,0,0
"33131",20121111,1,0,0
"33132",20121120,1,0,0
"33133",20121125,1,0,0
"33134",20121126,1,0,0
"33135",20121124,1,0,0
"33136",20121207,1,0,0
"33137",20121208,1,0,0
"33138",20121207,1,0,0
"33139",20121223,1,0,0
"33140",20120106,1,0,0
"33141",20120112,1,0,0
"33142",20120113,1,0,0
"33143",20120120,1,0,0
"33144",20120210,1,0,0
"33145",20120115,1,0,0
"33146",20120221,1,0,0
"33147",20120228,1,0,0
"33148",20120306,1,0,0
"33149",20120311,1,0,0
"33150",20120313,1,0,0
"33151",20120402,1,0,0
"33152",20120327,1,0,0
"33153",20120404,1,0,0
"33154",20120412,1,0,0
"33155",20120425,1,0,0
"33156",20120513,1,0,0
"33157",20120604,1,0,0
"33158",20120521,1,0,0
"33159",20120605,1,0,0
"33160",20120611,0,1,0
"33161",20120208,1,0,0
"33162",20120621,1,0,0
"33163",20120707,1,0,0
"33164",20120719,1,0,0
"33165",20120726,1,0,0
"33166",20120806,1,0,0
"33167",20120427,1,0,0
"33168",20120819,1,0,0
"33169",20120921,1,0,0
"33170",20121011,1,0,0
"33171",20121007,1,0,0
"33172",20121014,1,0,0
"33173",20120909,1,0,0
"33174",20121110,1,0,0
"33175",20121021,0,1,0
"33176",20121122,1,0,0
"33177",20121122,1,0,0
"33178",20121130,1,0,0
"33179",20121110,0,1,0
"33180",20121129,1,0,0
"33181",20120901,1,0,0
"33182",20121210,0,1,0
"33183",20121223,1,0,0
"33184",20120127,0,1,0
"33185",20120311,1,0,0
"33186",20120313,1,0,0
"33187",20120322,1,0,0
"33188",20120316,1,0,0
"33189",20120401,1,0,0
"33190",20120420,1,0,0
"33191",20120429,0,1,0
"33192",20120429,0,1,0
"33193",20120425,0,1,0
"33194",20120629,1,0,0
"33195",20120609,1,0,0
"33196",20120721,0,1,0
"33197",20120817,1,0,0
"33198",20120820,1,0,0
"33199",20120902,1,0,0
"33200",20121014,1,0,0
"33201",20121014,1,0,0
"33202",20121018,0,1,0
"33203",20121024,1,0,0
"33204",20121030,1,0,0
"33205",20121027,1,0,0
"33206",20121108,1,0,0
"33207",20121123,1,0,0
"33208",20121220,1,0,0
"33209",20121216,1,0,0
"33210",20120108,1,0,0
"33211",20120401,1,0,0
"33212",20120412,1,0,0
"33213",20120415,0,1,0
"33214",20121126,1,0,0
"33215",20120201,1,0,0
"33216",20120206,1,0,0
"33217",20120222,1,0,0
"33218",20120228,1,0,0
"33219",20120319,1,0,0
"33220",20120325,0,1,0
"33221",20120325,1,0,0
"33222",20120330,0,1,0
"33223",20120406,1,0,0
"33224",20120728,0,1,0
"33225",20120825,1,0,0
"33226",20120929,1,0,0
"33227",20121006,1,0,0
"33228",20121008,1,0,0
"33229",20121207,1,0,0
"33230",20121209,1,0,0
"33231",20121204,1,0,0
"33232",20120115,1,0,0
"33233",20120223,1,0,0
"33234",20120514,0,1,0
"33235",20120821,1,0,0
"33236",20120827,1,0,0
"33237",20120228,1,0,0
"33238",20120711,0,1,0
"33239",20120711,0,1,0
"33240",20121224,1,0,0
"33241",20120313,0,1,0
"33242",20120604,1,0,0
"33243",20120718,1,0,0
"33244",20121113,1,0,0
"33245",20121218,1,0,0
"33246",20120109,1,0,0
"33247",20120430,1,0,0
"33248",20120710,1,0,0
"33249",20120714,0,1,0
"33250",20120711,1,0,0
"33251",20120823,0,1,0
"33252",20121103,1,0,0
"33253",20121030,1,0,0
"33254",20121204,1,0,0
"33255",20120108,0,1,0
"33256",20120107,0,1,0
"33257",20120116,1,0,0
"33258",20120115,1,0,0
"33259",20120114,1,0,0
"33260",20120125,0,1,0
"33261",20120202,1,0,0
"33262",20120131,1,0,0
"33263",20120210,1,0,0
"33264",20120211,1,0,0
"33265",20120212,1,0,0
"33266",20120219,1,0,0
"33267",20120219,1,0,0
"33268",20120217,1,0,0
"33269",20120229,1,0,0
"33270",20120305,1,0,0
"33271",20120401,1,0,0
"33272",20120413,1,0,0
"33273",20120415,1,0,0
"33274",20120503,1,0,0
"33275",20120524,1,0,0
"33276",20120602,1,0,0
"33277",20120715,1,0,0
"33278",20120720,1,0,0
"33279",20120720,1,0,0
"33280",20120730,1,0,0
"33281",20120802,0,1,0
"33282",20120810,0,1,0
"33283",20120818,1,0,0
"33284",20120814,1,0,0
"33285",20120901,1,0,0
"33286",20120914,1,0,0
"33287",20120917,0,1,0
"33288",20120919,1,0,0
"33289",20121018,1,0,0
"33290",20121027,1,0,0
"33291",20120515,1,0,0
"33292",20120624,1,0,0
"33293",20121111,1,0,0
"33294",20121206,0,1,0
"33295",20121208,1,0,0
"33296",20120306,0,1,0
"33297",20120413,1,0,0
"33298",20120412,1,0,0
"33299",20120317,1,0,0
"33300",20120629,1,0,0
"33301",20120709,0,1,0
"33302",20120527,1,0,0
"33303",20120929,0,1,0
"33304",20120609,1,0,0
"33305",20121007,1,0,0
"33306",20121125,1,0,0
"33307",20121215,1,0,0
